trial,subject,ID,timeout,rt,room1,room2,action,chosenroom
1,117,l808ukbzp9xsty5jsi1b8a8e,true,-1,6,2,-1,-1
2,117,l808ukbzp9xsty5jsi1b8a8e,false,9077,4,9,1,9
3,117,l808ukbzp9xsty5jsi1b8a8e,false,7853,8,5,1,5
4,117,l808ukbzp9xsty5jsi1b8a8e,false,3524,8,0,1,0
5,117,l808ukbzp9xsty5jsi1b8a8e,false,7468,8,6,1,6
6,117,l808ukbzp9xsty5jsi1b8a8e,false,6245,9,7,1,7
7,117,l808ukbzp9xsty5jsi1b8a8e,false,6426,6,8,0,6
8,117,l808ukbzp9xsty5jsi1b8a8e,false,2988,0,8,0,0
9,117,l808ukbzp9xsty5jsi1b8a8e,false,5659,5,8,0,5
10,117,l808ukbzp9xsty5jsi1b8a8e,false,7461,4,2,1,2
11,117,l808ukbzp9xsty5jsi1b8a8e,false,2835,8,1,1,1
12,117,l808ukbzp9xsty5jsi1b8a8e,false,2241,0,1,0,0
13,117,l808ukbzp9xsty5jsi1b8a8e,false,3923,1,0,1,0
14,117,l808ukbzp9xsty5jsi1b8a8e,false,7584,6,5,0,6
15,117,l808ukbzp9xsty5jsi1b8a8e,false,9593,9,5,0,9
16,117,l808ukbzp9xsty5jsi1b8a8e,false,3738,4,6,1,6
17,117,l808ukbzp9xsty5jsi1b8a8e,false,3866,4,1,1,1
18,117,l808ukbzp9xsty5jsi1b8a8e,false,3671,1,4,0,1
19,117,l808ukbzp9xsty5jsi1b8a8e,false,2006,4,0,1,0
20,117,l808ukbzp9xsty5jsi1b8a8e,false,3109,9,1,1,1
21,117,l808ukbzp9xsty5jsi1b8a8e,false,4930,7,2,0,7
22,117,l808ukbzp9xsty5jsi1b8a8e,false,7595,6,4,0,6
23,117,l808ukbzp9xsty5jsi1b8a8e,false,7284,4,5,0,4
24,117,l808ukbzp9xsty5jsi1b8a8e,false,1844,0,7,0,0
25,117,l808ukbzp9xsty5jsi1b8a8e,false,3366,7,8,0,7
26,117,l808ukbzp9xsty5jsi1b8a8e,false,2711,8,9,1,9
27,117,l808ukbzp9xsty5jsi1b8a8e,false,4186,1,8,0,1
28,117,l808ukbzp9xsty5jsi1b8a8e,false,3273,7,9,0,7
29,117,l808ukbzp9xsty5jsi1b8a8e,false,4167,6,7,1,7
30,117,l808ukbzp9xsty5jsi1b8a8e,false,1266,6,0,1,0
31,117,l808ukbzp9xsty5jsi1b8a8e,false,2931,7,1,1,1
32,117,l808ukbzp9xsty5jsi1b8a8e,false,3970,9,6,1,6
33,117,l808ukbzp9xsty5jsi1b8a8e,false,4957,8,4,1,4
34,117,l808ukbzp9xsty5jsi1b8a8e,false,5358,5,6,1,6
35,117,l808ukbzp9xsty5jsi1b8a8e,false,3078,1,5,0,1
36,117,l808ukbzp9xsty5jsi1b8a8e,false,4286,9,8,0,9
37,117,l808ukbzp9xsty5jsi1b8a8e,false,1639,0,4,0,0
38,117,l808ukbzp9xsty5jsi1b8a8e,false,3979,2,9,1,9
39,117,l808ukbzp9xsty5jsi1b8a8e,false,4572,2,5,0,2
40,117,l808ukbzp9xsty5jsi1b8a8e,false,3498,8,2,1,2
41,117,l808ukbzp9xsty5jsi1b8a8e,false,3049,8,7,1,7
42,117,l808ukbzp9xsty5jsi1b8a8e,false,3768,2,8,0,2
43,117,l808ukbzp9xsty5jsi1b8a8e,false,3792,6,1,1,1
44,117,l808ukbzp9xsty5jsi1b8a8e,false,3918,5,2,1,2
45,117,l808ukbzp9xsty5jsi1b8a8e,false,2131,5,9,1,9
46,117,l808ukbzp9xsty5jsi1b8a8e,false,2040,7,4,0,7
47,117,l808ukbzp9xsty5jsi1b8a8e,false,3107,2,1,1,1
48,117,l808ukbzp9xsty5jsi1b8a8e,false,3903,1,9,0,1
49,117,l808ukbzp9xsty5jsi1b8a8e,false,2114,9,0,1,0
50,117,l808ukbzp9xsty5jsi1b8a8e,false,4746,4,8,0,4
51,117,l808ukbzp9xsty5jsi1b8a8e,false,3076,9,2,1,2
52,117,l808ukbzp9xsty5jsi1b8a8e,false,5140,4,7,1,7
53,117,l808ukbzp9xsty5jsi1b8a8e,false,2294,7,0,1,0
54,117,l808ukbzp9xsty5jsi1b8a8e,false,1889,5,0,1,0
55,117,l808ukbzp9xsty5jsi1b8a8e,false,4636,7,6,0,7
56,117,l808ukbzp9xsty5jsi1b8a8e,false,3116,6,9,1,9
57,117,l808ukbzp9xsty5jsi1b8a8e,false,1128,0,6,0,0
58,117,l808ukbzp9xsty5jsi1b8a8e,false,2509,1,7,0,1
59,117,l808ukbzp9xsty5jsi1b8a8e,false,2804,9,4,0,9
60,117,l808ukbzp9xsty5jsi1b8a8e,false,2311,1,2,0,1
61,117,l808ukbzp9xsty5jsi1b8a8e,false,1284,2,0,1,0
62,117,l808ukbzp9xsty5jsi1b8a8e,false,3094,5,1,1,1
63,117,l808ukbzp9xsty5jsi1b8a8e,false,3003,2,4,0,2
64,117,l808ukbzp9xsty5jsi1b8a8e,false,1586,0,2,0,0
65,117,l808ukbzp9xsty5jsi1b8a8e,false,3640,1,6,0,1
66,117,l808ukbzp9xsty5jsi1b8a8e,false,1102,0,9,0,0
67,117,l808ukbzp9xsty5jsi1b8a8e,false,1746,7,5,0,7
68,117,l808ukbzp9xsty5jsi1b8a8e,false,4155,5,4,1,4
69,117,l808ukbzp9xsty5jsi1b8a8e,false,1324,0,5,0,0
70,117,l808ukbzp9xsty5jsi1b8a8e,false,1958,2,7,1,7
71,117,l808ukbzp9xsty5jsi1b8a8e,false,3022,5,7,1,7
72,117,l808ukbzp9xsty5jsi1b8a8e,false,4512,2,6,0,2
1,118,llxxrqevhfammmws71bumjbu,false,4605,8,7,0,8
2,118,llxxrqevhfammmws71bumjbu,false,8884,5,4,0,5
3,118,llxxrqevhfammmws71bumjbu,false,3958,9,8,1,8
4,118,llxxrqevhfammmws71bumjbu,false,3818,6,9,0,6
5,118,llxxrqevhfammmws71bumjbu,false,9820,1,0,1,0
6,118,llxxrqevhfammmws71bumjbu,false,5138,9,7,1,7
7,118,llxxrqevhfammmws71bumjbu,false,8795,7,4,0,7
8,118,llxxrqevhfammmws71bumjbu,false,7201,9,6,1,6
9,118,llxxrqevhfammmws71bumjbu,false,8236,1,4,0,1
10,118,llxxrqevhfammmws71bumjbu,false,10880,4,2,1,2
11,118,llxxrqevhfammmws71bumjbu,false,13840,8,2,1,2
12,118,llxxrqevhfammmws71bumjbu,false,12740,6,1,1,1
13,118,llxxrqevhfammmws71bumjbu,false,5901,0,9,0,0
14,118,llxxrqevhfammmws71bumjbu,false,9180,5,1,0,5
15,118,llxxrqevhfammmws71bumjbu,false,4137,9,0,1,0
16,118,llxxrqevhfammmws71bumjbu,false,5968,8,0,1,0
17,118,llxxrqevhfammmws71bumjbu,false,7531,8,1,1,1
18,118,llxxrqevhfammmws71bumjbu,false,3966,7,0,1,0
19,118,llxxrqevhfammmws71bumjbu,false,2663,1,9,0,1
20,118,llxxrqevhfammmws71bumjbu,false,7834,4,1,1,1
21,118,llxxrqevhfammmws71bumjbu,false,7831,0,1,0,0
22,118,llxxrqevhfammmws71bumjbu,false,4084,7,1,1,1
23,118,llxxrqevhfammmws71bumjbu,false,5157,1,5,1,5
24,118,llxxrqevhfammmws71bumjbu,false,2675,4,0,1,0
25,118,llxxrqevhfammmws71bumjbu,false,6363,2,1,0,2
26,118,llxxrqevhfammmws71bumjbu,false,4437,5,8,0,5
27,118,llxxrqevhfammmws71bumjbu,false,3507,6,8,1,8
28,118,llxxrqevhfammmws71bumjbu,false,2699,5,9,0,5
29,118,llxxrqevhfammmws71bumjbu,false,3195,7,5,1,5
30,118,llxxrqevhfammmws71bumjbu,false,2298,1,7,0,1
31,118,llxxrqevhfammmws71bumjbu,false,5029,8,5,1,5
32,118,llxxrqevhfammmws71bumjbu,false,2660,9,5,1,5
33,118,llxxrqevhfammmws71bumjbu,false,4012,8,6,0,8
34,118,llxxrqevhfammmws71bumjbu,false,8247,6,4,0,6
35,118,llxxrqevhfammmws71bumjbu,false,3192,6,7,0,6
36,118,llxxrqevhfammmws71bumjbu,false,1783,2,0,1,0
37,118,llxxrqevhfammmws71bumjbu,false,3677,9,4,1,4
38,118,llxxrqevhfammmws71bumjbu,false,2309,8,4,0,8
39,118,llxxrqevhfammmws71bumjbu,false,6121,2,4,0,2
40,118,llxxrqevhfammmws71bumjbu,false,5963,2,5,1,5
41,118,llxxrqevhfammmws71bumjbu,false,1446,0,8,0,0
42,118,llxxrqevhfammmws71bumjbu,false,5756,4,6,1,6
43,118,llxxrqevhfammmws71bumjbu,false,3375,6,5,1,5
44,118,llxxrqevhfammmws71bumjbu,false,5592,9,2,1,2
45,118,llxxrqevhfammmws71bumjbu,false,4413,2,6,0,2
46,118,llxxrqevhfammmws71bumjbu,false,1707,0,7,0,0
47,118,llxxrqevhfammmws71bumjbu,false,3126,4,7,0,4
48,118,llxxrqevhfammmws71bumjbu,false,2438,0,6,0,0
49,118,llxxrqevhfammmws71bumjbu,false,3054,2,8,0,2
50,118,llxxrqevhfammmws71bumjbu,false,4367,0,2,0,0
51,118,llxxrqevhfammmws71bumjbu,false,2102,2,9,0,2
52,118,llxxrqevhfammmws71bumjbu,false,4254,5,6,0,5
53,118,llxxrqevhfammmws71bumjbu,false,3942,1,2,1,2
54,118,llxxrqevhfammmws71bumjbu,false,2688,8,9,0,8
55,118,llxxrqevhfammmws71bumjbu,false,7263,7,6,1,6
56,118,llxxrqevhfammmws71bumjbu,false,3141,1,8,1,8
57,118,llxxrqevhfammmws71bumjbu,false,1859,5,0,1,0
58,118,llxxrqevhfammmws71bumjbu,false,3953,1,6,0,1
59,118,llxxrqevhfammmws71bumjbu,false,2814,9,1,1,1
60,118,llxxrqevhfammmws71bumjbu,false,2241,2,7,0,2
61,118,llxxrqevhfammmws71bumjbu,false,3115,6,0,1,0
62,118,llxxrqevhfammmws71bumjbu,false,3168,7,2,1,2
63,118,llxxrqevhfammmws71bumjbu,false,2990,6,2,1,2
64,118,llxxrqevhfammmws71bumjbu,false,2861,4,5,1,5
65,118,llxxrqevhfammmws71bumjbu,false,3109,5,7,0,5
66,118,llxxrqevhfammmws71bumjbu,false,1961,7,8,1,8
67,118,llxxrqevhfammmws71bumjbu,false,3023,5,2,0,5
68,118,llxxrqevhfammmws71bumjbu,false,1729,0,4,0,0
69,118,llxxrqevhfammmws71bumjbu,false,4195,4,9,0,4
70,118,llxxrqevhfammmws71bumjbu,false,2755,0,5,0,0
71,118,llxxrqevhfammmws71bumjbu,false,3072,7,9,0,7
72,118,llxxrqevhfammmws71bumjbu,false,3971,4,8,1,8
1,119,ln1q101r3eox0fmd9y11jsp2,false,3619,4,9,0,4
2,119,ln1q101r3eox0fmd9y11jsp2,false,5552,8,6,0,8
3,119,ln1q101r3eox0fmd9y11jsp2,false,2709,9,4,1,4
4,119,ln1q101r3eox0fmd9y11jsp2,false,2912,8,7,0,8
5,119,ln1q101r3eox0fmd9y11jsp2,false,13737,5,4,0,5
6,119,ln1q101r3eox0fmd9y11jsp2,false,2910,7,9,0,7
7,119,ln1q101r3eox0fmd9y11jsp2,false,5328,7,5,1,5
8,119,ln1q101r3eox0fmd9y11jsp2,false,2127,2,7,0,2
9,119,ln1q101r3eox0fmd9y11jsp2,false,4580,4,0,1,0
10,119,ln1q101r3eox0fmd9y11jsp2,false,2074,9,8,1,8
11,119,ln1q101r3eox0fmd9y11jsp2,false,2328,7,2,1,2
12,119,ln1q101r3eox0fmd9y11jsp2,false,2369,7,0,1,0
13,119,ln1q101r3eox0fmd9y11jsp2,false,7390,6,1,1,1
14,119,ln1q101r3eox0fmd9y11jsp2,false,5422,6,2,1,2
15,119,ln1q101r3eox0fmd9y11jsp2,false,2873,1,7,0,1
16,119,ln1q101r3eox0fmd9y11jsp2,false,8068,4,2,1,2
17,119,ln1q101r3eox0fmd9y11jsp2,false,3346,4,8,1,8
18,119,ln1q101r3eox0fmd9y11jsp2,false,3526,1,8,1,8
19,119,ln1q101r3eox0fmd9y11jsp2,false,13762,6,4,0,6
20,119,ln1q101r3eox0fmd9y11jsp2,false,3495,8,4,0,8
21,119,ln1q101r3eox0fmd9y11jsp2,false,2171,9,0,1,0
22,119,ln1q101r3eox0fmd9y11jsp2,false,1872,2,9,0,2
23,119,ln1q101r3eox0fmd9y11jsp2,false,2833,5,0,1,0
24,119,ln1q101r3eox0fmd9y11jsp2,false,3804,5,8,0,5
25,119,ln1q101r3eox0fmd9y11jsp2,false,2773,0,4,0,0
26,119,ln1q101r3eox0fmd9y11jsp2,false,2883,5,7,0,5
27,119,ln1q101r3eox0fmd9y11jsp2,false,1816,2,0,1,0
28,119,ln1q101r3eox0fmd9y11jsp2,false,5080,6,8,1,8
29,119,ln1q101r3eox0fmd9y11jsp2,false,2908,9,5,1,5
30,119,ln1q101r3eox0fmd9y11jsp2,false,4351,2,5,0,2
31,119,ln1q101r3eox0fmd9y11jsp2,false,3045,8,5,0,8
32,119,ln1q101r3eox0fmd9y11jsp2,false,2036,0,9,0,0
33,119,ln1q101r3eox0fmd9y11jsp2,false,15065,0,6,1,6
34,119,ln1q101r3eox0fmd9y11jsp2,false,2153,9,6,1,6
35,119,ln1q101r3eox0fmd9y11jsp2,false,2656,9,7,1,7
36,119,ln1q101r3eox0fmd9y11jsp2,false,3009,2,8,1,8
37,119,ln1q101r3eox0fmd9y11jsp2,false,7461,1,6,1,6
38,119,ln1q101r3eox0fmd9y11jsp2,false,3014,1,5,1,5
39,119,ln1q101r3eox0fmd9y11jsp2,false,5586,6,7,0,6
40,119,ln1q101r3eox0fmd9y11jsp2,false,2550,8,9,0,8
41,119,ln1q101r3eox0fmd9y11jsp2,false,3610,5,2,1,2
42,119,ln1q101r3eox0fmd9y11jsp2,false,3996,0,8,0,0
43,119,ln1q101r3eox0fmd9y11jsp2,false,10121,7,4,1,4
44,119,ln1q101r3eox0fmd9y11jsp2,false,1888,1,9,0,1
45,119,ln1q101r3eox0fmd9y11jsp2,false,5126,0,5,1,5
46,119,ln1q101r3eox0fmd9y11jsp2,false,6817,4,7,0,4
47,119,ln1q101r3eox0fmd9y11jsp2,false,6761,1,4,0,1
48,119,ln1q101r3eox0fmd9y11jsp2,false,8404,4,6,1,6
49,119,ln1q101r3eox0fmd9y11jsp2,false,3439,6,9,0,6
50,119,ln1q101r3eox0fmd9y11jsp2,false,3299,8,0,0,8
51,119,ln1q101r3eox0fmd9y11jsp2,false,3071,0,7,0,0
52,119,ln1q101r3eox0fmd9y11jsp2,false,2836,0,2,1,2
53,119,ln1q101r3eox0fmd9y11jsp2,false,2297,2,1,0,2
54,119,ln1q101r3eox0fmd9y11jsp2,false,3114,8,2,0,8
55,119,ln1q101r3eox0fmd9y11jsp2,false,4210,4,1,1,1
56,119,ln1q101r3eox0fmd9y11jsp2,false,2211,5,9,0,5
57,119,ln1q101r3eox0fmd9y11jsp2,false,1820,7,8,1,8
58,119,ln1q101r3eox0fmd9y11jsp2,false,3818,2,6,0,2
59,119,ln1q101r3eox0fmd9y11jsp2,false,5248,1,0,1,0
60,119,ln1q101r3eox0fmd9y11jsp2,false,3428,9,1,1,1
61,119,ln1q101r3eox0fmd9y11jsp2,false,2502,1,2,1,2
62,119,ln1q101r3eox0fmd9y11jsp2,false,3214,0,1,0,0
63,119,ln1q101r3eox0fmd9y11jsp2,false,2190,5,1,0,5
64,119,ln1q101r3eox0fmd9y11jsp2,false,2891,7,1,1,1
65,119,ln1q101r3eox0fmd9y11jsp2,false,4215,6,5,1,5
66,119,ln1q101r3eox0fmd9y11jsp2,false,2497,9,2,1,2
67,119,ln1q101r3eox0fmd9y11jsp2,false,2774,2,4,0,2
68,119,ln1q101r3eox0fmd9y11jsp2,false,4677,6,0,1,0
69,119,ln1q101r3eox0fmd9y11jsp2,false,2731,8,1,0,8
70,119,ln1q101r3eox0fmd9y11jsp2,false,2424,4,5,1,5
71,119,ln1q101r3eox0fmd9y11jsp2,false,6978,5,6,0,5
72,119,ln1q101r3eox0fmd9y11jsp2,false,2289,7,6,1,6
1,120,m3hiezr5n4mju52f2aazjz2n,false,3929,1,0,1,0
2,120,m3hiezr5n4mju52f2aazjz2n,false,5048,0,2,0,0
3,120,m3hiezr5n4mju52f2aazjz2n,false,8671,9,6,1,6
4,120,m3hiezr5n4mju52f2aazjz2n,false,3303,7,0,1,0
5,120,m3hiezr5n4mju52f2aazjz2n,false,8236,2,4,0,2
6,120,m3hiezr5n4mju52f2aazjz2n,false,5904,6,5,0,6
7,120,m3hiezr5n4mju52f2aazjz2n,false,2722,7,8,0,7
8,120,m3hiezr5n4mju52f2aazjz2n,false,3963,7,4,0,7
9,120,m3hiezr5n4mju52f2aazjz2n,false,2770,7,1,1,1
10,120,m3hiezr5n4mju52f2aazjz2n,false,2316,8,1,1,1
11,120,m3hiezr5n4mju52f2aazjz2n,false,2082,0,1,0,0
12,120,m3hiezr5n4mju52f2aazjz2n,false,9280,2,5,1,5
13,120,m3hiezr5n4mju52f2aazjz2n,false,5698,7,6,1,6
14,120,m3hiezr5n4mju52f2aazjz2n,false,3716,5,4,0,5
15,120,m3hiezr5n4mju52f2aazjz2n,false,2455,2,0,1,0
16,120,m3hiezr5n4mju52f2aazjz2n,false,2400,2,9,0,2
17,120,m3hiezr5n4mju52f2aazjz2n,false,2915,4,8,0,4
18,120,m3hiezr5n4mju52f2aazjz2n,false,2202,9,2,1,2
19,120,m3hiezr5n4mju52f2aazjz2n,false,2363,4,1,1,1
20,120,m3hiezr5n4mju52f2aazjz2n,false,9557,5,9,1,9
21,120,m3hiezr5n4mju52f2aazjz2n,false,8309,2,6,0,2
22,120,m3hiezr5n4mju52f2aazjz2n,false,2227,9,1,1,1
23,120,m3hiezr5n4mju52f2aazjz2n,false,1628,9,7,1,7
24,120,m3hiezr5n4mju52f2aazjz2n,false,2462,1,6,0,1
25,120,m3hiezr5n4mju52f2aazjz2n,false,5600,5,2,1,2
26,120,m3hiezr5n4mju52f2aazjz2n,false,3437,1,4,0,1
27,120,m3hiezr5n4mju52f2aazjz2n,false,2416,1,2,0,1
28,120,m3hiezr5n4mju52f2aazjz2n,false,3008,7,5,0,7
29,120,m3hiezr5n4mju52f2aazjz2n,false,2982,2,1,1,1
30,120,m3hiezr5n4mju52f2aazjz2n,false,1683,1,8,0,1
31,120,m3hiezr5n4mju52f2aazjz2n,false,2873,7,2,0,7
32,120,m3hiezr5n4mju52f2aazjz2n,false,1822,4,0,1,0
33,120,m3hiezr5n4mju52f2aazjz2n,false,5056,9,5,1,5
34,120,m3hiezr5n4mju52f2aazjz2n,false,1650,0,4,0,0
35,120,m3hiezr5n4mju52f2aazjz2n,false,8830,9,4,1,4
36,120,m3hiezr5n4mju52f2aazjz2n,false,2470,8,2,1,2
37,120,m3hiezr5n4mju52f2aazjz2n,false,2087,9,0,1,0
38,120,m3hiezr5n4mju52f2aazjz2n,false,1891,6,0,1,0
39,120,m3hiezr5n4mju52f2aazjz2n,false,3014,1,7,0,1
40,120,m3hiezr5n4mju52f2aazjz2n,false,3776,2,7,1,7
41,120,m3hiezr5n4mju52f2aazjz2n,false,2969,6,9,0,6
42,120,m3hiezr5n4mju52f2aazjz2n,false,2047,0,6,0,0
43,120,m3hiezr5n4mju52f2aazjz2n,false,2167,9,8,0,9
44,120,m3hiezr5n4mju52f2aazjz2n,false,1607,8,7,1,7
45,120,m3hiezr5n4mju52f2aazjz2n,false,2152,2,8,0,2
46,120,m3hiezr5n4mju52f2aazjz2n,false,8697,6,4,1,4
47,120,m3hiezr5n4mju52f2aazjz2n,false,2521,6,7,1,7
48,120,m3hiezr5n4mju52f2aazjz2n,false,2119,5,8,0,5
49,120,m3hiezr5n4mju52f2aazjz2n,false,1894,6,8,0,6
50,120,m3hiezr5n4mju52f2aazjz2n,false,1602,0,8,0,0
51,120,m3hiezr5n4mju52f2aazjz2n,false,3635,4,5,1,5
52,120,m3hiezr5n4mju52f2aazjz2n,false,1498,5,0,1,0
53,120,m3hiezr5n4mju52f2aazjz2n,false,1772,5,7,1,7
54,120,m3hiezr5n4mju52f2aazjz2n,false,2537,8,9,1,9
55,120,m3hiezr5n4mju52f2aazjz2n,false,2938,8,4,1,4
56,120,m3hiezr5n4mju52f2aazjz2n,false,5672,4,6,1,6
57,120,m3hiezr5n4mju52f2aazjz2n,false,2741,6,1,1,1
58,120,m3hiezr5n4mju52f2aazjz2n,false,1740,1,9,0,1
59,120,m3hiezr5n4mju52f2aazjz2n,false,1494,0,5,0,0
60,120,m3hiezr5n4mju52f2aazjz2n,false,1458,1,5,0,1
61,120,m3hiezr5n4mju52f2aazjz2n,false,9758,6,2,1,2
62,120,m3hiezr5n4mju52f2aazjz2n,false,2005,4,7,1,7
63,120,m3hiezr5n4mju52f2aazjz2n,false,1714,5,1,1,1
64,120,m3hiezr5n4mju52f2aazjz2n,false,1354,0,7,0,0
65,120,m3hiezr5n4mju52f2aazjz2n,false,1569,7,9,0,7
66,120,m3hiezr5n4mju52f2aazjz2n,false,4497,4,2,0,4
67,120,m3hiezr5n4mju52f2aazjz2n,false,1290,8,0,1,0
68,120,m3hiezr5n4mju52f2aazjz2n,false,2545,5,6,0,5
69,120,m3hiezr5n4mju52f2aazjz2n,false,3598,4,9,0,4
70,120,m3hiezr5n4mju52f2aazjz2n,false,1907,0,9,0,0
71,120,m3hiezr5n4mju52f2aazjz2n,false,1649,8,5,1,5
72,120,m3hiezr5n4mju52f2aazjz2n,false,1460,8,6,1,6
1,121,meqprh6uy6yzcg67smmvmfl6,false,6432,9,2,1,2
2,121,meqprh6uy6yzcg67smmvmfl6,false,3809,4,9,0,4
3,121,meqprh6uy6yzcg67smmvmfl6,false,9115,4,8,1,8
4,121,meqprh6uy6yzcg67smmvmfl6,false,11327,8,6,0,8
5,121,meqprh6uy6yzcg67smmvmfl6,false,7915,5,2,1,2
6,121,meqprh6uy6yzcg67smmvmfl6,false,3240,9,5,1,5
7,121,meqprh6uy6yzcg67smmvmfl6,false,2100,9,8,1,8
8,121,meqprh6uy6yzcg67smmvmfl6,false,7116,4,5,1,5
9,121,meqprh6uy6yzcg67smmvmfl6,false,1808,4,7,0,4
10,121,meqprh6uy6yzcg67smmvmfl6,false,1744,2,1,0,2
11,121,meqprh6uy6yzcg67smmvmfl6,false,2049,1,6,1,6
12,121,meqprh6uy6yzcg67smmvmfl6,false,1473,7,5,1,5
13,121,meqprh6uy6yzcg67smmvmfl6,false,1576,7,6,1,6
14,121,meqprh6uy6yzcg67smmvmfl6,false,1625,7,2,1,2
15,121,meqprh6uy6yzcg67smmvmfl6,false,4283,1,0,1,0
16,121,meqprh6uy6yzcg67smmvmfl6,false,2254,9,1,1,1
17,121,meqprh6uy6yzcg67smmvmfl6,false,5906,8,1,0,8
18,121,meqprh6uy6yzcg67smmvmfl6,false,2857,9,4,1,4
19,121,meqprh6uy6yzcg67smmvmfl6,false,1965,1,8,1,8
20,121,meqprh6uy6yzcg67smmvmfl6,false,7032,5,1,1,1
21,121,meqprh6uy6yzcg67smmvmfl6,false,1497,4,6,1,6
22,121,meqprh6uy6yzcg67smmvmfl6,false,10241,1,2,1,2
23,121,meqprh6uy6yzcg67smmvmfl6,false,2174,9,0,1,0
24,121,meqprh6uy6yzcg67smmvmfl6,false,1889,5,0,1,0
25,121,meqprh6uy6yzcg67smmvmfl6,false,2036,0,8,0,0
26,121,meqprh6uy6yzcg67smmvmfl6,false,1644,8,9,0,8
27,121,meqprh6uy6yzcg67smmvmfl6,false,1305,2,0,1,0
28,121,meqprh6uy6yzcg67smmvmfl6,false,1447,0,4,0,0
29,121,meqprh6uy6yzcg67smmvmfl6,false,1929,7,4,1,4
30,121,meqprh6uy6yzcg67smmvmfl6,false,2505,7,1,1,1
31,121,meqprh6uy6yzcg67smmvmfl6,false,1292,8,0,1,0
32,121,meqprh6uy6yzcg67smmvmfl6,false,2178,4,0,0,4
33,121,meqprh6uy6yzcg67smmvmfl6,false,2024,7,8,1,8
34,121,meqprh6uy6yzcg67smmvmfl6,false,1202,7,0,1,0
35,121,meqprh6uy6yzcg67smmvmfl6,false,3054,8,2,0,8
36,121,meqprh6uy6yzcg67smmvmfl6,false,2671,2,6,1,6
37,121,meqprh6uy6yzcg67smmvmfl6,false,2779,0,6,0,0
38,121,meqprh6uy6yzcg67smmvmfl6,false,2324,2,4,1,4
39,121,meqprh6uy6yzcg67smmvmfl6,false,2428,6,7,0,6
40,121,meqprh6uy6yzcg67smmvmfl6,false,1466,8,7,0,8
41,121,meqprh6uy6yzcg67smmvmfl6,false,4208,2,8,0,2
42,121,meqprh6uy6yzcg67smmvmfl6,false,4700,7,9,0,7
43,121,meqprh6uy6yzcg67smmvmfl6,false,3514,0,9,0,0
44,121,meqprh6uy6yzcg67smmvmfl6,false,7888,9,6,1,6
45,121,meqprh6uy6yzcg67smmvmfl6,false,13934,6,2,1,2
46,121,meqprh6uy6yzcg67smmvmfl6,false,13058,8,4,0,8
47,121,meqprh6uy6yzcg67smmvmfl6,false,1949,5,9,0,5
48,121,meqprh6uy6yzcg67smmvmfl6,false,1247,2,9,0,2
49,121,meqprh6uy6yzcg67smmvmfl6,false,1280,0,7,0,0
50,121,meqprh6uy6yzcg67smmvmfl6,false,4109,1,4,1,4
51,121,meqprh6uy6yzcg67smmvmfl6,false,2060,8,5,1,5
52,121,meqprh6uy6yzcg67smmvmfl6,false,1306,4,2,1,2
53,121,meqprh6uy6yzcg67smmvmfl6,false,2636,5,6,1,6
54,121,meqprh6uy6yzcg67smmvmfl6,false,1442,0,5,0,0
55,121,meqprh6uy6yzcg67smmvmfl6,false,1626,2,5,0,2
56,121,meqprh6uy6yzcg67smmvmfl6,false,856,0,1,0,0
57,121,meqprh6uy6yzcg67smmvmfl6,false,1778,1,9,0,1
58,121,meqprh6uy6yzcg67smmvmfl6,false,1477,4,1,0,4
59,121,meqprh6uy6yzcg67smmvmfl6,false,1015,5,7,0,5
60,121,meqprh6uy6yzcg67smmvmfl6,false,1106,1,5,1,5
61,121,meqprh6uy6yzcg67smmvmfl6,false,1433,6,5,0,6
62,121,meqprh6uy6yzcg67smmvmfl6,false,838,0,2,0,0
63,121,meqprh6uy6yzcg67smmvmfl6,false,1238,6,8,0,6
64,121,meqprh6uy6yzcg67smmvmfl6,false,3150,6,0,1,0
65,121,meqprh6uy6yzcg67smmvmfl6,false,2000,2,7,0,2
66,121,meqprh6uy6yzcg67smmvmfl6,false,1830,6,9,0,6
67,121,meqprh6uy6yzcg67smmvmfl6,false,1309,1,7,0,1
68,121,meqprh6uy6yzcg67smmvmfl6,false,4345,5,4,0,5
69,121,meqprh6uy6yzcg67smmvmfl6,false,2050,5,8,1,8
70,121,meqprh6uy6yzcg67smmvmfl6,false,1485,6,4,0,6
71,121,meqprh6uy6yzcg67smmvmfl6,false,1859,9,7,1,7
72,121,meqprh6uy6yzcg67smmvmfl6,false,1345,6,1,0,6
1,122,mocak8ssauvg9832w1w5eskp,false,13276,9,6,0,9
2,122,mocak8ssauvg9832w1w5eskp,false,5529,1,7,0,1
3,122,mocak8ssauvg9832w1w5eskp,false,12445,9,5,1,5
4,122,mocak8ssauvg9832w1w5eskp,false,6862,5,8,0,5
5,122,mocak8ssauvg9832w1w5eskp,false,8361,7,2,0,7
6,122,mocak8ssauvg9832w1w5eskp,false,9846,5,4,0,5
7,122,mocak8ssauvg9832w1w5eskp,false,11231,5,7,1,7
8,122,mocak8ssauvg9832w1w5eskp,false,16311,2,6,0,2
9,122,mocak8ssauvg9832w1w5eskp,false,7211,6,0,1,0
10,122,mocak8ssauvg9832w1w5eskp,false,4962,1,9,0,1
11,122,mocak8ssauvg9832w1w5eskp,false,10046,4,6,1,6
12,122,mocak8ssauvg9832w1w5eskp,false,7212,4,5,1,5
