Subject,ID,LOC1_Q1,LOC1_Q2,LOC1_Q3,LOC1_Q4,LOC1_Q5,LOC1_Q6,LOC1_Q7,LOC1_Q8,LOC1_Q9,LOC1_Q10,LOC1_Q11,LOC1_Q12,LOC1_Q13,LOC1_straightlining,LOC1_zigzagging,LOC2_Q1,LOC2_Q2,LOC2_Q3,LOC2_Q4,LOC2_Q5,LOC2_Q6,LOC2_Q7,LOC2_Q8,LOC2_Q9,LOC2_Q10,LOC2_Q11,LOC2_Q12,LOC2_Q13,LOC2_straightlining,LOC2_zigzagging,IUS_Q1,IUS_Q2,IUS_Q3,IUS_Q4,IUS_Q5,IUS_Q6,IUS_Q7,IUS_Q8,IUS_Q9,IUS_Q10,IUS_Q11,IUS_Q12,IUS_Q13,IUS_straightlining,IUS_zigzagging,age,gender,gender-free-response,sex,sex-free-response,education,mental-demand,task-instructions,performance,effort,strategy,feedback
11,1zhh2inuhj26qlepjti31qcw,5.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,0.3076923076923077,0.4166666666666667,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,1.0,4.0,2.0,0.5384615384615384,0.3333333333333333,2.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,0.5384615384615384,0.5833333333333334,52,Woman,,Female,,Associate degree,2,3,3,2,No,
12,29f2fvat7ihp6v4wy4j18lhw,3.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,0.38461538461538464,0.3333333333333333,2.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,0.0,4.0,2.0,3.0,1.0,0.3076923076923077,0.4166666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.6153846153846154,0.25,37,Man,,Male,,Bachelor degree,1,5,5,4,Just chose the option that gave me the most chances to make my own decision. ,No
13,2tooye2842tjas4ug2qb70wn,4.0,2.0,4.0,5.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,0.38461538461538464,0.16666666666666666,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,5.0,2.0,3.0,0.0,0.46153846153846156,0.25,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,0.38461538461538464,0.6666666666666666,55,Woman,,Female,,Master degree or higher,4,3,2,5,tried to keep things simple,found it hard! 
14,31zr7kci86jtby2665il4s0w,3.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,0.38461538461538464,0.5833333333333334,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,4.0,3.0,3.0,0.5384615384615384,0.6666666666666666,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,0.6153846153846154,0.5,40,Man,,Male,,Some college,3,4,3,4,"More often than not I chose the round where the most squares where covered, even though in some instances the probability of me landing on the right one would've been highened.","Thank you for the opportunity to take part, I really enjoyed the game!"
15,35uhh65pgmnw6gwmm9opeewa,4.0,1.0,1.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,0.3076923076923077,0.4166666666666667,1.0,3.0,0.0,1.0,2.0,4.0,4.0,3.0,0.0,4.0,1.0,4.0,3.0,0.3076923076923077,0.3333333333333333,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,0.46153846153846156,0.3333333333333333,39,Man,,Male,,Bachelor degree,4,5,4,5,Only what looked the best option.,No.
16,3aky1v26anpkj8bt3xag3czs,3.0,4.0,0.0,2.0,5.0,5.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,0.3076923076923077,0.16666666666666666,3.0,0.0,4.0,1.0,5.0,2.0,4.0,3.0,0.0,1.0,4.0,5.0,2.0,0.23076923076923078,0.25,1.0,1.0,0.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,0.0,3.0,2.0,0.3076923076923077,0.4166666666666667,48,Man,,Male,,Master degree or higher,4,5,5,3,,
17,3b552lw1xtltlvqftemi52sg,3.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,0.38461538461538464,0.4166666666666667,2.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,3.0,2.0,0.5384615384615384,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.6923076923076923,0.25,33,Man,,Male,,Bachelor degree,3,5,5,5,no,nothing to add
18,3eqhexondcriqaqm108cdowh,2.0,4.0,1.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,0.3076923076923077,0.4166666666666667,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,0.6153846153846154,0.5833333333333334,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,0.46153846153846156,0.5,57,Woman,,Female,,Bachelor degree,3,5,4,4,"Just used a mix of logic (how many options there were, how random they were) and gut feeling when logic didn't provide a clear answer.",This was a very interesting study. The instructions were nice and clear. I would have appreciated some warning when I was about to run out of time.
19,3pa5ma8s7qxmvrpovoowvnwm,5.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,0.5384615384615384,0.5,2.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,0.0,4.0,3.0,2.0,0.0,0.3076923076923077,0.4166666666666667,2.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,0.46153846153846156,0.5,30,Woman,,Female,,Some college,3,5,5,4,no,no
20,3r2t4jf0ni9sa4bdx0aw3e26,5.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.46153846153846156,0.3333333333333333,1.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,0.0,3.0,2.0,5.0,1.0,0.38461538461538464,0.08333333333333333,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.46153846153846156,0.16666666666666666,54,Woman,,Female,,Master degree or higher,2,5,5,2,How many possibilities and how spaced out the actions were,No
21,3tgp5vwcrj9f7yyi8coc0ddc,5.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5384615384615384,0.25,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,5.0,1.0,0.6153846153846154,0.08333333333333333,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,1.0,0.46153846153846156,0.0,35,Man,,Male,,Master degree or higher,0,5,5,0,Being careful and attentive,none
22,413b6g6fst2vgeyiel1mqqfr,5.0,1.0,1.0,5.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,0.0,0.38461538461538464,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,5.0,1.0,4.0,1.0,0.38461538461538464,0.08333333333333333,1.0,3.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.38461538461538464,0.3333333333333333,,Man,,Male,,Bachelor degree,4,5,4,5,Looked at the possible outcomes and which seemed to give more control,
23,463aa6ib15s71e077ej9pnvj,5.0,1.0,1.0,5.0,0.0,4.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,0.38461538461538464,0.08333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,NaN,3.0,3.0,3.0,4.0,NaN,3.0,4.0,2.0,2.0,3.0,3.0,4.0,0.46153846153846156,0.4166666666666667,49,Woman,,Female,,High school,4,5,5,4,,
24,47ysh5mw7j1paoq91z3arwtk,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,0.38461538461538464,0.5,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,NaN,1.0,1.0,0.3076923076923077,0.25,3.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,0.38461538461538464,0.3333333333333333,35,Woman,,Female,,Bachelor degree,4,5,4,4,Pt 1 was straightforward enough but in Pt 2 I tried to assess which room gave me more control when it wasn't obvious by mentally calculating the probability of getting the gold based on the actions available,Very fun and engaging study. The perfect length.
25,4f2uqz6ehw0sgfgr061kdncz,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,0.38461538461538464,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,4.0,2.0,4.0,1.0,0.5384615384615384,0.16666666666666666,1.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,0.0,0.38461538461538464,0.5833333333333334,61,Man,,Male,,Bachelor degree,1,5,4,5,I just try to use my logical reasoning,It was interesting and I enjoyed it.
26,4ysy2qcwe2p0tydko48ch4vt,4.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,0.46153846153846156,0.4166666666666667,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,2.0,0.5384615384615384,0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.6923076923076923,0.5,31,Woman,,Female,,Master degree or higher,2,4,5,4,what i thought was right,
27,4zcq03ljupmlwtvh6yy3xrcf,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,0.46153846153846156,0.4166666666666667,4.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,0.0,3.0,2.0,3.0,2.0,0.38461538461538464,0.4166666666666667,1.0,2.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.46153846153846156,0.4166666666666667,61,Man,,Male,,Master degree or higher,3,5,3,4,"looked at percentage and possibilities,","Thank you, but no."
28,59xfz8acb52cly11uou3zags,3.0,1.0,2.0,5.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,0.38461538461538464,0.3333333333333333,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,0.0,4.0,2.0,4.0,1.0,0.3076923076923077,0.4166666666666667,1.0,2.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.3076923076923077,0.4166666666666667,32,Man,,Male,,Bachelor degree,3,5,4,3,"I tried to be consistent with my choices and give priority to certain conditions of the rooms. For example, being able to choose 1 square felt more controllable than picking one that could randomly select 1 of 3.","I hope my submission is helpful to your research, sorry for taking too long to pick on one of the rounds! Thanks very much"
29,5gy5kvlvvxqfrc1cdnyhrop5,3.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,0.38461538461538464,0.5833333333333334,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,0.6923076923076923,0.4166666666666667,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,0.38461538461538464,0.6666666666666666,33,Man,,Male,,Associate degree,2,5,5,3,No,"This was fun, thank you!"
30,5q5e23tetptlrs73sguxs62k,3.0,3.0,3.0,5.0,1.0,NaN,5.0,NaN,NaN,3.0,NaN,NaN,3.0,0.38461538461538464,0.16666666666666666,NaN,3.0,3.0,3.0,NaN,NaN,NaN,3.0,0.0,NaN,NaN,NaN,NaN,0.6153846153846154,0.08333333333333333,1.0,1.0,NaN,1.0,2.0,0.0,0.0,4.0,1.0,NaN,1.0,NaN,NaN,0.38461538461538464,0.08333333333333333,56,Man,,Male,,Bachelor degree,4,4,6,5,no,
31,5z36agyzkxab93ac4gy531s2,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,0.38461538461538464,0.3333333333333333,3.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,0.0,4.0,2.0,4.0,2.0,0.38461538461538464,0.08333333333333333,2.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,0.46153846153846156,0.4166666666666667,64,Man,,Male,,Bachelor degree,2,4,3,4,I relied on memory for the numbers task,"no, thank you"
32,64lrbakrfkwzoereg3plupf0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.5384615384615384,0.4166666666666667,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,3.0,2.0,0.5384615384615384,0.5833333333333334,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,0.6153846153846154,0.5,30,Man,,Male,,Some college,3,4,4,2,,
33,64yaax5qcomc5nbhdm2xm8py,3.0,1.0,1.0,5.0,NaN,4.0,NaN,4.0,3.0,2.0,3.0,1.0,NaN,0.23076923076923078,0.3333333333333333,1.0,0.0,1.0,2.0,1.0,4.0,4.0,1.0,0.0,4.0,3.0,4.0,NaN,0.3076923076923077,0.5833333333333334,1.0,2.0,1.0,3.0,1.0,1.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,0.38461538461538464,0.4166666666666667,35,Man,,Male,,Master degree or higher,,,,,,
34,688nv0fkj3obvjqeny99vuq0,3.0,NaN,3.0,5.0,NaN,3.0,3.0,3.0,3.0,4.0,3.0,3.0,NaN,0.6153846153846154,0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,34,Woman,,Female,,Bachelor degree,2,4,5,5,the more spread of the rooms,
35,74aod75ggid4yncmi0oafmn3,5.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.46153846153846156,0.3333333333333333,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.6923076923076923,0.08333333333333333,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,0.5384615384615384,0.6666666666666666,56,Woman,,Female,,Less than high school,2,4,4,4,no,no
36,74gizsvdqq6ui41aqsctxn3x,5.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,0.38461538461538464,0.4166666666666667,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,0.0,2.0,3.0,3.0,1.0,0.46153846153846156,0.5,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,0.6153846153846154,0.75,32,Man,,Male,,Master degree or higher,3,5,5,5,"Simple observation, mostly.",
37,77c3bry6op9a7jxji89zahck,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,0.46153846153846156,0.6666666666666666,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,0.46153846153846156,0.3333333333333333,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,0.6923076923076923,0.25,35,Man,,Male,,Bachelor degree,2,3,2,4,,
38,7fn08zteickpawfrnv6tx15z,1.0,4.0,5.0,5.0,0.0,0.0,5.0,1.0,NaN,NaN,NaN,NaN,4.0,0.3076923076923077,0.08333333333333333,5.0,5.0,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,0.0,NaN,0.5384615384615384,0.5833333333333334,NaN,3.0,1.0,1.0,0.0,0.0,0.0,4.0,NaN,NaN,0.0,NaN,NaN,0.38461538461538464,0.3333333333333333,39,Woman,,Female,,Some college,3,5,5,1,No. ,The study was well-designed. 
39,7m3na5ac6448l61wo3dpcies,1.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.38461538461538464,0.25,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,0.46153846153846156,0.25,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,0.38461538461538464,0.4166666666666667,42,Man,,Male,,Bachelor degree,1,2,2,0,,
40,7swbypsxyqk0g9gpwcqarz7g,2.0,3.0,1.0,5.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,0.3076923076923077,0.5,0.0,0.0,0.0,3.0,1.0,3.0,4.0,2.0,0.0,4.0,0.0,3.0,0.0,0.46153846153846156,0.08333333333333333,1.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,0.38461538461538464,0.3333333333333333,38,Man,,Male,,Associate degree,1,5,5,1,"No, just try to pick which felt like I had more control over.","I ended up hitting the 30 second mark for a single question, not because I wasn't paying attention, but because I was trying to really decide which I felt I had more control over in that situation. "
41,7uyveavoepiaat7e98d3bgmp,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,0.0,3.0,0.38461538461538464,0.3333333333333333,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,0.0,3.0,4.0,5.0,4.0,0.46153846153846156,0.5833333333333334,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,0.3076923076923077,0.5,38,Man,,Male,,Some college,4,3,4,3,write things down,god bless you
42,7x6idnpkrpg0b5k0lj4qrxyf,4.0,2.0,3.0,5.0,2.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,4.0,0.3076923076923077,0.16666666666666666,1.0,1.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0,4.0,3.0,3.0,2.0,0.38461538461538464,0.3333333333333333,3.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,0.46153846153846156,0.4166666666666667,26,Woman,,Female,,Bachelor degree,3,3,4,4,no i DIDN'T,
43,850iq4jtm66y2opz8nbczoos,1.0,3.0,2.0,5.0,2.0,4.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,0.3076923076923077,0.16666666666666666,3.0,NaN,3.0,3.0,1.0,1.0,3.0,3.0,0.0,5.0,NaN,3.0,3.0,0.5384615384615384,0.08333333333333333,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,0.38461538461538464,0.25,34,Woman,,Female,,Master degree or higher,2,4,4,5,"when i am presented with double point location, i choose the one that have more  location",no
44,85i2lqxzhkxm8isx9vgpcnf5,1.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,0.3076923076923077,0.6666666666666666,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,0.0,3.0,3.0,3.0,0.0,0.46153846153846156,0.16666666666666666,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.38461538461538464,0.4166666666666667,31,Man,,Male,,Bachelor degree,0,5,4,0,"Not particularly, I just tried to conceive of each room as a mathematical probability of choosing the correct endpoint.",
45,86h6korkesmdtyywg08l79wv,5.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,0.38461538461538464,0.5,2.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,0.0,5.0,2.0,4.0,2.0,0.3076923076923077,0.25,3.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,0.5384615384615384,0.5,43,Woman,,Female,,Some college,4,3,3,4,I thought of how difficult it would be if I had multiple end points and felt sometimes I was more in control when there were less end poins,
46,8a4k5fqkx6kpstv68mjh1ybu,5.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,0.23076923076923078,0.4166666666666667,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,3.0,2.0,4.0,0.0,0.46153846153846156,0.5833333333333334,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,0.0,3.0,0.38461538461538464,0.16666666666666666,20,Man,,Male,,High school,1,3,5,2,I just looked at which choices gave me more autonomy. Like 4 guaranteed directions is better than 8 50% directions.,
47,8lxbqdv5xr7p160avb3s0bdn,4.0,4.0,2.0,5.0,0.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,0.46153846153846156,0.25,3.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,0.0,3.0,3.0,3.0,4.0,0.46153846153846156,0.4166666666666667,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,0.7692307692307693,0.4166666666666667,42,Man,,Male,,High school,4,5,4,4,I just went with my gut instinct ,It was good and challenging 
